TREATMENT,SUBJECT_NAME,APP_PACKAGE,RUN_NUMBER,F1_SCORE_1,F1_SCORE_2,TRUE_POSITIVE,FALSE_POSITIVE,FALSE_NEGATIVE
nappagreedy,Hillffair,appteam.nith.hillffair,8,0.36363636363636365,0.36363636363636365,2,1,6
nappagreedy,Hillffair,appteam.nith.hillffair,9,0.36363636363636365,0.36363636363636365,2,1,6
nappagreedy,Hillffair,appteam.nith.hillffair,10,0.36363636363636365,0.36363636363636365,2,1,6
nappagreedy,NewsBlur,com.newsblur,1,0.0,0.0,0,0,14
nappagreedy,NewsBlur,com.newsblur,2,0.0,0.0,0,0,14
nappagreedy,NewsBlur,com.newsblur,3,0.0,0.0,0,0,14
nappagreedy,NewsBlur,com.newsblur,4,0.0,0.0,0,0,14
nappagreedy,NewsBlur,com.newsblur,5,0.0,0.0,0,0,14
nappagreedy,NewsBlur,com.newsblur,6,0.0,0.0,0,0,14
nappagreedy,NewsBlur,com.newsblur,7,0.0,0.0,0,0,23
nappagreedy,NewsBlur,com.newsblur,8,0.0,0.0,0,0,14
nappagreedy,NewsBlur,com.newsblur,9,0.0,0.0,0,0,15
nappagreedy,NewsBlur,com.newsblur,10,0.0,0.0,0,0,14
nappagreedy,Travel Mate,io.github.project_travel_mate,1,0.0,0.0,0,0,10
nappagreedy,Travel Mate,io.github.project_travel_mate,2,0.0,0.0,0,0,10
nappagreedy,Travel Mate,io.github.project_travel_mate,3,0.0,0.0,0,0,10
nappagreedy,Travel Mate,io.github.project_travel_mate,4,0.0,0.0,0,0,10
nappagreedy,Travel Mate,io.github.project_travel_mate,5,0.0,0.0,0,0,10
nappagreedy,Travel Mate,io.github.project_travel_mate,6,0.0,0.0,0,0,8
nappagreedy,Travel Mate,io.github.project_travel_mate,7,0.0,0.0,0,0,10
nappagreedy,Travel Mate,io.github.project_travel_mate,8,0.0,0.0,0,0,10
nappagreedy,Travel Mate,io.github.project_travel_mate,9,0.0,0.0,0,0,10
nappagreedy,Travel Mate,io.github.project_travel_mate,10,0.0,0.0,0,0,10
nappatfpr,Hillffair,appteam.nith.hillffair,1,0.3636363636363636,0.36363636363636365,2,0,7
nappatfpr,Hillffair,appteam.nith.hillffair,2,0.36363636363636365,0.36363636363636365,2,1,6
nappatfpr,Hillffair,appteam.nith.hillffair,3,0.36363636363636365,0.36363636363636365,2,1,6
nappatfpr,Hillffair,appteam.nith.hillffair,4,0.36363636363636365,0.36363636363636365,2,1,6
nappatfpr,Hillffair,appteam.nith.hillffair,5,0.36363636363636365,0.36363636363636365,2,1,6
nappatfpr,Hillffair,appteam.nith.hillffair,6,0.36363636363636365,0.36363636363636365,2,1,6
nappatfpr,Hillffair,appteam.nith.hillffair,7,0.36363636363636365,0.36363636363636365,2,1,6
nappatfpr,Hillffair,appteam.nith.hillffair,8,0.36363636363636365,0.36363636363636365,2,1,6
nappatfpr,Hillffair,appteam.nith.hillffair,9,0.36363636363636365,0.36363636363636365,2,1,6
nappatfpr,Hillffair,appteam.nith.hillffair,10,0.36363636363636365,0.36363636363636365,2,1,6
nappatfpr,NewsBlur,com.newsblur,1,0.0,0.0,0,0,15
nappatfpr,NewsBlur,com.newsblur,2,0.0,0.0,0,0,14
nappatfpr,NewsBlur,com.newsblur,3,0.0,0.0,0,0,14
nappatfpr,NewsBlur,com.newsblur,4,0.0,0.0,0,0,14
nappatfpr,NewsBlur,com.newsblur,5,0.0,0.0,0,0,14
nappatfpr,NewsBlur,com.newsblur,6,0.0,0.0,0,0,14
nappatfpr,NewsBlur,com.newsblur,7,0.0,0.0,0,0,14
nappatfpr,NewsBlur,com.newsblur,8,0.0,0.0,0,0,14
nappatfpr,NewsBlur,com.newsblur,9,0.0,0.0,0,0,14
nappatfpr,NewsBlur,com.newsblur,10,0.0,0.0,0,0,14
nappatfpr,Travel Mate,io.github.project_travel_mate,1,0.0,0.0,0,0,10
nappatfpr,Travel Mate,io.github.project_travel_mate,2,0.0,0.0,0,0,10
nappatfpr,Travel Mate,io.github.project_travel_mate,3,0.0,0.0,0,0,10
nappatfpr,Travel Mate,io.github.project_travel_mate,4,0.0,0.0,0,0,10
nappatfpr,Travel Mate,io.github.project_travel_mate,5,0.0,0.0,0,0,10
nappatfpr,Travel Mate,io.github.project_travel_mate,6,0.0,0.0,0,0,10
nappatfpr,Travel Mate,io.github.project_travel_mate,7,0.0,0.0,0,0,10
nappatfpr,Travel Mate,io.github.project_travel_mate,8,0.0,0.0,0,0,10
nappatfpr,Travel Mate,io.github.project_travel_mate,9,0.0,0.0,0,0,10
nappatfpr,Travel Mate,io.github.project_travel_mate,10,0.0,0.0,0,0,10
